,QUAD1,QUAD2
0,"(0, 0)","(1, 0)"
1,"(0, 0)","(0, 1)"
2,"(0, 0)","(1, 1)"
3,"(0, 1)","(0, 0)"
4,"(0, 1)","(1, 0)"
5,"(0, 1)","(1, 1)"
6,"(0, 1)","(0, 2)"
7,"(0, 1)","(1, 2)"
8,"(0, 2)","(0, 1)"
9,"(0, 2)","(1, 1)"
10,"(0, 2)","(1, 2)"
11,"(0, 2)","(0, 3)"
12,"(0, 2)","(1, 3)"
13,"(0, 3)","(0, 2)"
14,"(0, 3)","(1, 2)"
15,"(0, 3)","(1, 3)"
16,"(0, 3)","(0, 4)"
17,"(0, 3)","(1, 4)"
18,"(0, 4)","(0, 3)"
19,"(0, 4)","(1, 3)"
20,"(0, 4)","(1, 4)"
21,"(0, 4)","(0, 5)"
22,"(0, 4)","(1, 5)"
23,"(0, 5)","(0, 4)"
24,"(0, 5)","(1, 4)"
25,"(0, 5)","(1, 5)"
26,"(0, 5)","(0, 6)"
27,"(0, 5)","(1, 6)"
28,"(0, 6)","(0, 5)"
29,"(0, 6)","(1, 5)"
30,"(0, 6)","(1, 6)"
31,"(0, 6)","(0, 7)"
32,"(0, 6)","(1, 7)"
33,"(0, 7)","(0, 6)"
34,"(0, 7)","(1, 6)"
35,"(0, 7)","(1, 7)"
36,"(0, 7)","(0, 8)"
37,"(0, 7)","(1, 8)"
38,"(0, 8)","(0, 7)"
39,"(0, 8)","(1, 7)"
40,"(0, 8)","(1, 8)"
41,"(0, 8)","(0, 9)"
42,"(0, 8)","(1, 9)"
43,"(0, 9)","(0, 8)"
44,"(0, 9)","(1, 8)"
45,"(0, 9)","(1, 9)"
46,"(0, 9)","(0, 10)"
47,"(0, 9)","(1, 10)"
48,"(0, 10)","(0, 9)"
49,"(0, 10)","(1, 9)"
50,"(0, 10)","(1, 10)"
51,"(0, 10)","(0, 11)"
52,"(0, 10)","(1, 11)"
53,"(0, 11)","(0, 10)"
54,"(0, 11)","(1, 10)"
55,"(0, 11)","(1, 11)"
56,"(0, 11)","(0, 12)"
57,"(0, 11)","(1, 12)"
58,"(0, 12)","(0, 11)"
59,"(0, 12)","(1, 11)"
60,"(0, 12)","(1, 12)"
61,"(0, 12)","(0, 13)"
62,"(0, 12)","(1, 13)"
63,"(0, 13)","(0, 12)"
64,"(0, 13)","(1, 12)"
65,"(0, 13)","(1, 13)"
66,"(0, 13)","(0, 14)"
67,"(0, 13)","(1, 14)"
68,"(0, 14)","(0, 13)"
69,"(0, 14)","(1, 13)"
70,"(0, 14)","(1, 14)"
71,"(0, 14)","(0, 15)"
72,"(0, 14)","(1, 15)"
73,"(0, 15)","(0, 14)"
74,"(0, 15)","(1, 14)"
75,"(0, 15)","(1, 15)"
76,"(0, 15)","(0, 16)"
77,"(0, 15)","(1, 16)"
78,"(0, 16)","(0, 15)"
79,"(0, 16)","(1, 15)"
80,"(0, 16)","(1, 16)"
81,"(0, 16)","(0, 17)"
82,"(0, 16)","(1, 17)"
83,"(0, 17)","(0, 16)"
84,"(0, 17)","(1, 16)"
85,"(0, 17)","(1, 17)"
86,"(0, 17)","(0, 18)"
87,"(0, 17)","(1, 18)"
88,"(0, 18)","(0, 17)"
89,"(0, 18)","(1, 17)"
90,"(0, 18)","(1, 18)"
91,"(0, 18)","(0, 19)"
92,"(0, 18)","(1, 19)"
93,"(0, 19)","(0, 18)"
94,"(0, 19)","(1, 18)"
95,"(0, 19)","(1, 19)"
96,"(0, 19)","(0, 20)"
97,"(0, 19)","(1, 20)"
98,"(0, 20)","(0, 19)"
99,"(0, 20)","(1, 19)"
100,"(0, 20)","(1, 20)"
101,"(0, 20)","(0, 21)"
102,"(0, 20)","(1, 21)"
103,"(0, 21)","(0, 20)"
104,"(0, 21)","(1, 20)"
105,"(0, 21)","(1, 21)"
106,"(1, 0)","(0, 0)"
107,"(1, 0)","(2, 0)"
108,"(1, 0)","(0, 1)"
109,"(1, 0)","(1, 1)"
110,"(1, 0)","(2, 1)"
111,"(1, 1)","(0, 0)"
112,"(1, 1)","(1, 0)"
113,"(1, 1)","(2, 0)"
114,"(1, 1)","(0, 1)"
115,"(1, 1)","(2, 1)"
116,"(1, 1)","(0, 2)"
117,"(1, 1)","(1, 2)"
118,"(1, 1)","(2, 2)"
119,"(1, 2)","(0, 1)"
120,"(1, 2)","(1, 1)"
121,"(1, 2)","(2, 1)"
122,"(1, 2)","(0, 2)"
123,"(1, 2)","(2, 2)"
124,"(1, 2)","(0, 3)"
125,"(1, 2)","(1, 3)"
126,"(1, 2)","(2, 3)"
127,"(1, 3)","(0, 2)"
128,"(1, 3)","(1, 2)"
129,"(1, 3)","(2, 2)"
130,"(1, 3)","(0, 3)"
131,"(1, 3)","(2, 3)"
132,"(1, 3)","(0, 4)"
133,"(1, 3)","(1, 4)"
134,"(1, 3)","(2, 4)"
135,"(1, 4)","(0, 3)"
136,"(1, 4)","(1, 3)"
137,"(1, 4)","(2, 3)"
138,"(1, 4)","(0, 4)"
139,"(1, 4)","(2, 4)"
140,"(1, 4)","(0, 5)"
141,"(1, 4)","(1, 5)"
142,"(1, 4)","(2, 5)"
143,"(1, 5)","(0, 4)"
144,"(1, 5)","(1, 4)"
145,"(1, 5)","(2, 4)"
146,"(1, 5)","(0, 5)"
147,"(1, 5)","(2, 5)"
148,"(1, 5)","(0, 6)"
149,"(1, 5)","(1, 6)"
150,"(1, 5)","(2, 6)"
151,"(1, 6)","(0, 5)"
152,"(1, 6)","(1, 5)"
153,"(1, 6)","(2, 5)"
154,"(1, 6)","(0, 6)"
155,"(1, 6)","(2, 6)"
156,"(1, 6)","(0, 7)"
157,"(1, 6)","(1, 7)"
158,"(1, 6)","(2, 7)"
159,"(1, 7)","(0, 6)"
160,"(1, 7)","(1, 6)"
161,"(1, 7)","(2, 6)"
162,"(1, 7)","(0, 7)"
163,"(1, 7)","(2, 7)"
164,"(1, 7)","(0, 8)"
165,"(1, 7)","(1, 8)"
166,"(1, 7)","(2, 8)"
167,"(1, 8)","(0, 7)"
168,"(1, 8)","(1, 7)"
169,"(1, 8)","(2, 7)"
170,"(1, 8)","(0, 8)"
171,"(1, 8)","(2, 8)"
172,"(1, 8)","(0, 9)"
173,"(1, 8)","(1, 9)"
174,"(1, 8)","(2, 9)"
175,"(1, 9)","(0, 8)"
176,"(1, 9)","(1, 8)"
177,"(1, 9)","(2, 8)"
178,"(1, 9)","(0, 9)"
179,"(1, 9)","(2, 9)"
180,"(1, 9)","(0, 10)"
181,"(1, 9)","(1, 10)"
182,"(1, 9)","(2, 10)"
183,"(1, 10)","(0, 9)"
184,"(1, 10)","(1, 9)"
185,"(1, 10)","(2, 9)"
186,"(1, 10)","(0, 10)"
187,"(1, 10)","(2, 10)"
188,"(1, 10)","(0, 11)"
189,"(1, 10)","(1, 11)"
190,"(1, 10)","(2, 11)"
191,"(1, 11)","(0, 10)"
192,"(1, 11)","(1, 10)"
193,"(1, 11)","(2, 10)"
194,"(1, 11)","(0, 11)"
195,"(1, 11)","(2, 11)"
196,"(1, 11)","(0, 12)"
197,"(1, 11)","(1, 12)"
198,"(1, 11)","(2, 12)"
199,"(1, 12)","(0, 11)"
200,"(1, 12)","(1, 11)"
201,"(1, 12)","(2, 11)"
202,"(1, 12)","(0, 12)"
203,"(1, 12)","(2, 12)"
204,"(1, 12)","(0, 13)"
205,"(1, 12)","(1, 13)"
206,"(1, 12)","(2, 13)"
207,"(1, 13)","(0, 12)"
208,"(1, 13)","(1, 12)"
209,"(1, 13)","(2, 12)"
210,"(1, 13)","(0, 13)"
211,"(1, 13)","(2, 13)"
212,"(1, 13)","(0, 14)"
213,"(1, 13)","(1, 14)"
214,"(1, 13)","(2, 14)"
215,"(1, 14)","(0, 13)"
216,"(1, 14)","(1, 13)"
217,"(1, 14)","(2, 13)"
218,"(1, 14)","(0, 14)"
219,"(1, 14)","(2, 14)"
220,"(1, 14)","(0, 15)"
221,"(1, 14)","(1, 15)"
222,"(1, 14)","(2, 15)"
223,"(1, 15)","(0, 14)"
224,"(1, 15)","(1, 14)"
225,"(1, 15)","(2, 14)"
226,"(1, 15)","(0, 15)"
227,"(1, 15)","(2, 15)"
228,"(1, 15)","(0, 16)"
229,"(1, 15)","(1, 16)"
230,"(1, 15)","(2, 16)"
231,"(1, 16)","(0, 15)"
232,"(1, 16)","(1, 15)"
233,"(1, 16)","(2, 15)"
234,"(1, 16)","(0, 16)"
235,"(1, 16)","(2, 16)"
236,"(1, 16)","(0, 17)"
237,"(1, 16)","(1, 17)"
238,"(1, 16)","(2, 17)"
239,"(1, 17)","(0, 16)"
240,"(1, 17)","(1, 16)"
241,"(1, 17)","(2, 16)"
242,"(1, 17)","(0, 17)"
243,"(1, 17)","(2, 17)"
244,"(1, 17)","(0, 18)"
245,"(1, 17)","(1, 18)"
246,"(1, 17)","(2, 18)"
247,"(1, 18)","(0, 17)"
248,"(1, 18)","(1, 17)"
249,"(1, 18)","(2, 17)"
250,"(1, 18)","(0, 18)"
251,"(1, 18)","(2, 18)"
252,"(1, 18)","(0, 19)"
253,"(1, 18)","(1, 19)"
254,"(1, 18)","(2, 19)"
255,"(1, 19)","(0, 18)"
256,"(1, 19)","(1, 18)"
257,"(1, 19)","(2, 18)"
258,"(1, 19)","(0, 19)"
259,"(1, 19)","(2, 19)"
260,"(1, 19)","(0, 20)"
261,"(1, 19)","(1, 20)"
262,"(1, 19)","(2, 20)"
263,"(1, 20)","(0, 19)"
264,"(1, 20)","(1, 19)"
265,"(1, 20)","(2, 19)"
266,"(1, 20)","(0, 20)"
267,"(1, 20)","(2, 20)"
268,"(1, 20)","(0, 21)"
269,"(1, 20)","(1, 21)"
270,"(1, 20)","(2, 21)"
271,"(1, 21)","(0, 20)"
272,"(1, 21)","(1, 20)"
273,"(1, 21)","(2, 20)"
274,"(1, 21)","(0, 21)"
275,"(1, 21)","(2, 21)"
276,"(2, 0)","(1, 0)"
277,"(2, 0)","(3, 0)"
278,"(2, 0)","(1, 1)"
279,"(2, 0)","(2, 1)"
280,"(2, 0)","(3, 1)"
281,"(2, 1)","(1, 0)"
282,"(2, 1)","(2, 0)"
283,"(2, 1)","(3, 0)"
284,"(2, 1)","(1, 1)"
285,"(2, 1)","(3, 1)"
286,"(2, 1)","(1, 2)"
287,"(2, 1)","(2, 2)"
288,"(2, 1)","(3, 2)"
289,"(2, 2)","(1, 1)"
290,"(2, 2)","(2, 1)"
291,"(2, 2)","(3, 1)"
292,"(2, 2)","(1, 2)"
293,"(2, 2)","(3, 2)"
294,"(2, 2)","(1, 3)"
295,"(2, 2)","(2, 3)"
296,"(2, 2)","(3, 3)"
297,"(2, 3)","(1, 2)"
298,"(2, 3)","(2, 2)"
299,"(2, 3)","(3, 2)"
300,"(2, 3)","(1, 3)"
301,"(2, 3)","(3, 3)"
302,"(2, 3)","(1, 4)"
303,"(2, 3)","(2, 4)"
304,"(2, 3)","(3, 4)"
305,"(2, 4)","(1, 3)"
306,"(2, 4)","(2, 3)"
307,"(2, 4)","(3, 3)"
308,"(2, 4)","(1, 4)"
309,"(2, 4)","(3, 4)"
310,"(2, 4)","(1, 5)"
311,"(2, 4)","(2, 5)"
312,"(2, 4)","(3, 5)"
313,"(2, 5)","(1, 4)"
314,"(2, 5)","(2, 4)"
315,"(2, 5)","(3, 4)"
316,"(2, 5)","(1, 5)"
317,"(2, 5)","(3, 5)"
318,"(2, 5)","(1, 6)"
319,"(2, 5)","(2, 6)"
320,"(2, 5)","(3, 6)"
321,"(2, 6)","(1, 5)"
322,"(2, 6)","(2, 5)"
323,"(2, 6)","(3, 5)"
324,"(2, 6)","(1, 6)"
325,"(2, 6)","(3, 6)"
326,"(2, 6)","(1, 7)"
327,"(2, 6)","(2, 7)"
328,"(2, 6)","(3, 7)"
329,"(2, 7)","(1, 6)"
330,"(2, 7)","(2, 6)"
331,"(2, 7)","(3, 6)"
332,"(2, 7)","(1, 7)"
333,"(2, 7)","(3, 7)"
334,"(2, 7)","(1, 8)"
335,"(2, 7)","(2, 8)"
336,"(2, 7)","(3, 8)"
337,"(2, 8)","(1, 7)"
338,"(2, 8)","(2, 7)"
339,"(2, 8)","(3, 7)"
340,"(2, 8)","(1, 8)"
341,"(2, 8)","(3, 8)"
342,"(2, 8)","(1, 9)"
343,"(2, 8)","(2, 9)"
344,"(2, 8)","(3, 9)"
345,"(2, 9)","(1, 8)"
346,"(2, 9)","(2, 8)"
347,"(2, 9)","(3, 8)"
348,"(2, 9)","(1, 9)"
349,"(2, 9)","(3, 9)"
350,"(2, 9)","(1, 10)"
351,"(2, 9)","(2, 10)"
352,"(2, 9)","(3, 10)"
353,"(2, 10)","(1, 9)"
354,"(2, 10)","(2, 9)"
355,"(2, 10)","(3, 9)"
356,"(2, 10)","(1, 10)"
357,"(2, 10)","(3, 10)"
358,"(2, 10)","(1, 11)"
359,"(2, 10)","(2, 11)"
360,"(2, 10)","(3, 11)"
361,"(2, 11)","(1, 10)"
362,"(2, 11)","(2, 10)"
363,"(2, 11)","(3, 10)"
364,"(2, 11)","(1, 11)"
365,"(2, 11)","(3, 11)"
366,"(2, 11)","(1, 12)"
367,"(2, 11)","(2, 12)"
368,"(2, 11)","(3, 12)"
369,"(2, 12)","(1, 11)"
370,"(2, 12)","(2, 11)"
371,"(2, 12)","(3, 11)"
372,"(2, 12)","(1, 12)"
373,"(2, 12)","(3, 12)"
374,"(2, 12)","(1, 13)"
375,"(2, 12)","(2, 13)"
376,"(2, 12)","(3, 13)"
377,"(2, 13)","(1, 12)"
378,"(2, 13)","(2, 12)"
379,"(2, 13)","(3, 12)"
380,"(2, 13)","(1, 13)"
381,"(2, 13)","(3, 13)"
382,"(2, 13)","(1, 14)"
383,"(2, 13)","(2, 14)"
384,"(2, 13)","(3, 14)"
385,"(2, 14)","(1, 13)"
386,"(2, 14)","(2, 13)"
387,"(2, 14)","(3, 13)"
388,"(2, 14)","(1, 14)"
389,"(2, 14)","(3, 14)"
390,"(2, 14)","(1, 15)"
391,"(2, 14)","(2, 15)"
392,"(2, 14)","(3, 15)"
393,"(2, 15)","(1, 14)"
394,"(2, 15)","(2, 14)"
395,"(2, 15)","(3, 14)"
396,"(2, 15)","(1, 15)"
397,"(2, 15)","(3, 15)"
398,"(2, 15)","(1, 16)"
399,"(2, 15)","(2, 16)"
400,"(2, 15)","(3, 16)"
401,"(2, 16)","(1, 15)"
402,"(2, 16)","(2, 15)"
403,"(2, 16)","(3, 15)"
404,"(2, 16)","(1, 16)"
405,"(2, 16)","(3, 16)"
406,"(2, 16)","(1, 17)"
407,"(2, 16)","(2, 17)"
408,"(2, 16)","(3, 17)"
409,"(2, 17)","(1, 16)"
410,"(2, 17)","(2, 16)"
411,"(2, 17)","(3, 16)"
412,"(2, 17)","(1, 17)"
413,"(2, 17)","(3, 17)"
414,"(2, 17)","(1, 18)"
415,"(2, 17)","(2, 18)"
416,"(2, 17)","(3, 18)"
417,"(2, 18)","(1, 17)"
418,"(2, 18)","(2, 17)"
419,"(2, 18)","(3, 17)"
420,"(2, 18)","(1, 18)"
421,"(2, 18)","(3, 18)"
422,"(2, 18)","(1, 19)"
423,"(2, 18)","(2, 19)"
424,"(2, 18)","(3, 19)"
425,"(2, 19)","(1, 18)"
426,"(2, 19)","(2, 18)"
427,"(2, 19)","(3, 18)"
428,"(2, 19)","(1, 19)"
429,"(2, 19)","(3, 19)"
430,"(2, 19)","(1, 20)"
431,"(2, 19)","(2, 20)"
432,"(2, 19)","(3, 20)"
433,"(2, 20)","(1, 19)"
434,"(2, 20)","(2, 19)"
435,"(2, 20)","(3, 19)"
436,"(2, 20)","(1, 20)"
437,"(2, 20)","(3, 20)"
438,"(2, 20)","(1, 21)"
439,"(2, 20)","(2, 21)"
440,"(2, 20)","(3, 21)"
441,"(2, 21)","(1, 20)"
442,"(2, 21)","(2, 20)"
443,"(2, 21)","(3, 20)"
444,"(2, 21)","(1, 21)"
445,"(2, 21)","(3, 21)"
446,"(3, 0)","(2, 0)"
447,"(3, 0)","(4, 0)"
448,"(3, 0)","(2, 1)"
449,"(3, 0)","(3, 1)"
450,"(3, 0)","(4, 1)"
451,"(3, 1)","(2, 0)"
452,"(3, 1)","(3, 0)"
453,"(3, 1)","(4, 0)"
454,"(3, 1)","(2, 1)"
455,"(3, 1)","(4, 1)"
456,"(3, 1)","(2, 2)"
457,"(3, 1)","(3, 2)"
458,"(3, 1)","(4, 2)"
459,"(3, 2)","(2, 1)"
460,"(3, 2)","(3, 1)"
461,"(3, 2)","(4, 1)"
462,"(3, 2)","(2, 2)"
463,"(3, 2)","(4, 2)"
464,"(3, 2)","(2, 3)"
465,"(3, 2)","(3, 3)"
466,"(3, 2)","(4, 3)"
467,"(3, 3)","(2, 2)"
468,"(3, 3)","(3, 2)"
469,"(3, 3)","(4, 2)"
470,"(3, 3)","(2, 3)"
471,"(3, 3)","(4, 3)"
472,"(3, 3)","(2, 4)"
473,"(3, 3)","(3, 4)"
474,"(3, 3)","(4, 4)"
475,"(3, 4)","(2, 3)"
476,"(3, 4)","(3, 3)"
477,"(3, 4)","(4, 3)"
478,"(3, 4)","(2, 4)"
479,"(3, 4)","(4, 4)"
480,"(3, 4)","(2, 5)"
481,"(3, 4)","(3, 5)"
482,"(3, 4)","(4, 5)"
483,"(3, 5)","(2, 4)"
484,"(3, 5)","(3, 4)"
485,"(3, 5)","(4, 4)"
486,"(3, 5)","(2, 5)"
487,"(3, 5)","(4, 5)"
488,"(3, 5)","(2, 6)"
489,"(3, 5)","(3, 6)"
490,"(3, 5)","(4, 6)"
491,"(3, 6)","(2, 5)"
492,"(3, 6)","(3, 5)"
493,"(3, 6)","(4, 5)"
494,"(3, 6)","(2, 6)"
495,"(3, 6)","(4, 6)"
496,"(3, 6)","(2, 7)"
497,"(3, 6)","(3, 7)"
498,"(3, 6)","(4, 7)"
499,"(3, 7)","(2, 6)"
500,"(3, 7)","(3, 6)"
501,"(3, 7)","(4, 6)"
502,"(3, 7)","(2, 7)"
503,"(3, 7)","(4, 7)"
504,"(3, 7)","(2, 8)"
505,"(3, 7)","(3, 8)"
506,"(3, 7)","(4, 8)"
507,"(3, 8)","(2, 7)"
508,"(3, 8)","(3, 7)"
509,"(3, 8)","(4, 7)"
510,"(3, 8)","(2, 8)"
511,"(3, 8)","(4, 8)"
512,"(3, 8)","(2, 9)"
513,"(3, 8)","(3, 9)"
514,"(3, 8)","(4, 9)"
515,"(3, 9)","(2, 8)"
516,"(3, 9)","(3, 8)"
517,"(3, 9)","(4, 8)"
518,"(3, 9)","(2, 9)"
519,"(3, 9)","(4, 9)"
520,"(3, 9)","(2, 10)"
521,"(3, 9)","(3, 10)"
522,"(3, 9)","(4, 10)"
523,"(3, 10)","(2, 9)"
524,"(3, 10)","(3, 9)"
525,"(3, 10)","(4, 9)"
526,"(3, 10)","(2, 10)"
527,"(3, 10)","(4, 10)"
528,"(3, 10)","(2, 11)"
529,"(3, 10)","(3, 11)"
530,"(3, 10)","(4, 11)"
531,"(3, 11)","(2, 10)"
532,"(3, 11)","(3, 10)"
533,"(3, 11)","(4, 10)"
534,"(3, 11)","(2, 11)"
535,"(3, 11)","(4, 11)"
536,"(3, 11)","(2, 12)"
537,"(3, 11)","(3, 12)"
538,"(3, 11)","(4, 12)"
539,"(3, 12)","(2, 11)"
540,"(3, 12)","(3, 11)"
541,"(3, 12)","(4, 11)"
542,"(3, 12)","(2, 12)"
543,"(3, 12)","(4, 12)"
544,"(3, 12)","(2, 13)"
545,"(3, 12)","(3, 13)"
546,"(3, 12)","(4, 13)"
547,"(3, 13)","(2, 12)"
548,"(3, 13)","(3, 12)"
549,"(3, 13)","(4, 12)"
550,"(3, 13)","(2, 13)"
551,"(3, 13)","(4, 13)"
552,"(3, 13)","(2, 14)"
553,"(3, 13)","(3, 14)"
554,"(3, 13)","(4, 14)"
555,"(3, 14)","(2, 13)"
556,"(3, 14)","(3, 13)"
557,"(3, 14)","(4, 13)"
558,"(3, 14)","(2, 14)"
559,"(3, 14)","(4, 14)"
560,"(3, 14)","(2, 15)"
561,"(3, 14)","(3, 15)"
562,"(3, 14)","(4, 15)"
563,"(3, 15)","(2, 14)"
564,"(3, 15)","(3, 14)"
565,"(3, 15)","(4, 14)"
566,"(3, 15)","(2, 15)"
567,"(3, 15)","(4, 15)"
568,"(3, 15)","(2, 16)"
569,"(3, 15)","(3, 16)"
570,"(3, 15)","(4, 16)"
571,"(3, 16)","(2, 15)"
572,"(3, 16)","(3, 15)"
573,"(3, 16)","(4, 15)"
574,"(3, 16)","(2, 16)"
575,"(3, 16)","(4, 16)"
576,"(3, 16)","(2, 17)"
577,"(3, 16)","(3, 17)"
578,"(3, 16)","(4, 17)"
579,"(3, 17)","(2, 16)"
580,"(3, 17)","(3, 16)"
581,"(3, 17)","(4, 16)"
582,"(3, 17)","(2, 17)"
583,"(3, 17)","(4, 17)"
584,"(3, 17)","(2, 18)"
585,"(3, 17)","(3, 18)"
586,"(3, 17)","(4, 18)"
587,"(3, 18)","(2, 17)"
588,"(3, 18)","(3, 17)"
589,"(3, 18)","(4, 17)"
